essay_id,score,score_bin,grade,ell,prompt_id,word_count,token_count,regime,half_life,delta_max,delta_128,delta_late,ppl_W32,ppl_W64,ppl_W128,ppl_W256,ppl_W384,ppl_W512,half_life_128,auc_128,log_slope_128,slope_early_128,slope_late_128,ttr,repeat_bigram_rate,repeat_trigram_rate,distinct2,distinct3,token_count_z,ppl_W32_z,repeat_trigram_rate_z,distinct3_z,ttr_z,ppl_W64_z
B7C17E1993BA,1,low,9,non_ELL,Does the electoral college work?,610,859,extended,183.0500565303217,0.8918396734709688,0.2239766691756788,0.6678630042952918,9.538662075730702,9.36475044746198,9.314685406555023,8.798632794837765,8.590392516378126,8.646822402259733,52.60602124472969,15.515011570520414,0.1615650149472899,0.2509014436562113,0.0722285862383686,0.4411764705882353,0.2094926350245499,0.0622950819672131,0.8707037643207856,0.9622950819672133,-0.5702775912187494,-0.6071371261177647,-0.5122445919001797,0.38701310220318325,1.042675459576856,-0.5384122434624187
FFBA3014CDC7,2,low,10,non_ELL,Car-free cities,720,980,extended,74.44836486432659,1.9448207638271209,1.088817255740178,0.8560035080869426,15.367139025670786,14.417440583128911,14.278321769930608,14.12509501206943,13.559550757245145,13.422318261843666,50.343797685100135,80.42767742569569,0.7854156276453426,1.3701252333951357,0.2007060218955501,0.5097765363128491,0.1426573426573426,0.026610644257703,0.916083916083916,0.984593837535014,0.1622445800919581,0.39858478355574706,-0.8401783410109738,0.6432031589173214,1.934756189201857,0.38185874711999485
1909DEE8C6B8,2,low,10,non_ELL,Car-free cities,673,826,extended,226.0535596550276,7.543444299818496,2.058592170986038,5.484852128832458,19.30371860062562,19.286102130141785,17.24512642963958,15.008791123979645,11.995734998556609,11.760274300807122,95.72379531253412,66.72054005477725,1.484960358147202,0.0254151946049934,2.9445055216894094,0.4135338345864661,0.2590361445783132,0.0995475113122171,0.8478915662650602,0.9457013574660632,-0.7700563652125788,1.0778538896548995,-0.16990127355957982,0.19636805889022593,0.683208414862806,1.268611717196724
451E8369BB76,2,low,11,ELL,Distance learning,901,1035,extended,99.36010773146704,4.419724878847301,3.2940586084833434,1.1256662703639575,14.941555402353927,14.070290642716811,11.647496793870584,10.795433132489354,10.5695148397969,10.521830523506626,84.49242896928072,147.23058393404855,2.37616100942826,1.2569693480297826,3.495352670826737,0.2002176278563656,0.545751633986928,0.2540894220283533,0.6100217864923747,0.8396946564885496,0.495209203415007,0.32514899955176224,1.2503118901855157,-1.0215412837604343,-2.0907725621313205,0.31863064269132296
767FE7E8D2C6,2,low,10,non_ELL,Car-free cities,1040,1322,extended,86.98369128308423,2.42653620265137,1.6668423453791394,0.7596938572722305,10.26192295324776,9.302817421041404,8.59508060786862,8.424701176255374,8.250254249197798,7.83538675059639,59.806614215554525,99.37602059803756,1.2023725928111069,1.383696795003281,1.0210483906189327,0.3438956197576887,0.3003731343283582,0.0896358543417367,0.8180970149253731,0.9523809523809524,2.2326791469370986,-0.48233620176374925,-0.2609876697272721,0.27310982122175137,-0.2223724885669772,-0.5496924063149754
BFC4CADADD49,1,low,10,non_ELL,Car-free cities,588,808,extended,311.00555983276365,1.5774763579933992,0.638639481901027,0.9388368760923704,11.348700251461567,11.030373652667588,10.71006076956054,10.660863667471563,10.426061872887084,9.77122389346817,64.19843441013575,35.716140162943844,0.4606810067272543,0.459248205463124,0.4621138079913847,0.571917808219178,0.1200686106346483,0.0360824742268041,0.9296740994854202,0.979381443298969,-0.8790266055728494,-0.29480938315624916,-0.7531338781559657,0.583318042418845,2.742846248540288,-0.23504420072981308
A2403E2ED72A,2,low,10,non_ELL,Car-free cities,612,828,extended,183.28167913414944,4.988436815884443,1.898676805924966,3.089760009959477,17.056068812808864,15.255109007432134,15.157392006883898,13.778466361857332,12.658107579821976,12.06763199692442,48.86813265021465,147.20372844768193,1.3696058060794227,2.5982357800573617,0.1409758321014847,0.4502369668246445,0.1882911392405063,0.0412044374009508,0.884493670886076,0.9778129952456418,-0.7579485607281043,0.6900148956440253,-0.7060639313018583,0.5652981670713925,1.16049887574948,0.534427365007619
CC82A1D80D1A,2,low,10,non_ELL,Car-free cities,698,941,extended,212.2971955374269,1.4675515086621722,0.4721674542868737,0.9953840543752984,13.028732897121584,12.920291538389169,12.55656544283471,12.159329660645588,11.887102826493193,11.561181388459412,86.45951466818033,20.31454375633589,0.3405968223844196,0.1564478104705167,0.5247458342983222,0.4571843251088534,0.1511627906976744,0.0189228529839883,0.9069767441860463,0.9883551673944688,-0.07385760735529476,-0.004914500630479913,-0.910827799895361,0.686417019308965,1.2508428773430478,0.10917572135390043
CF165F9553A4,2,low,10,non_ELL,Car-free cities,587,826,extended,369.7999051096366,9.193439946710328,1.3515145092629446,7.841925437447383,24.74602966720007,24.466396765230467,23.394515157937125,21.52411447519086,19.97775982891286,15.552589720489742,87.65182721473965,56.67084359095514,0.9749116401015658,0.4034250009409353,1.546398279262196,0.522202486678508,0.1370106761565836,0.053475935828877,0.9199288256227758,0.9732620320855616,-0.7700563652125788,2.016941669519725,-0.5932910043627693,0.5130122219414109,2.096344239466708,2.2121239349141013
B25D365F5C1C,1,low,9,non_ELL,Does the electoral college work?,703,826,extended,193.802183185444,3.1511128063946217,0.5895858146467852,2.5615269917478347,15.198699976186422,15.233443018414386,14.609114161539637,12.691180299394093,12.299226989888464,12.0475871697918,97.78075598949592,17.199080041754854,0.4252962654846983,-0.0501236147276795,0.9007161456970759,0.3426470588235294,0.3564064801178203,0.1283185840707964,0.7687776141384389,0.9262536873156342,-0.7700563652125788,0.36952009925383045,0.09449985929464098,-0.027065921703322626,-0.238608874601903,0.5304812332164442
