condition,text,perplexity,mean_entropy,mean_surprisal,mean_word_entropy,mean_word_surprisal,n_tokens,n_words
anne_frank,"Why is it, I often ask myself, that everyone still thinks I’m so pushy and such a know-it-all?",46.79082489013672,5.546152840501496,5.547991611413296,6.418218356909024,6.048403584019814,28,18
anne_frank,"In addition, it mentions Eva’s menstruation.",533.3262329101562,6.367359638214111,9.058866677459065,6.513016472260158,9.682493615960816,11,6
anne_frank,Maybe this time they’ll be unpredictable in the right direction for a change.,205.98641967773438,6.684489205479622,7.686237060394524,6.652004906764398,6.710879746784144,16,13
anne_frank,It must be one of the reasons none of them like to go up there.,29.708452224731445,5.680755217870076,4.892801521276327,5.680755217870076,4.892801521276327,15,15
anne_frank,We thought it was anything but that.,35.037330627441406,5.70923924446106,5.1308202638844564,5.70923924446106,5.1308202638844564,7,7
anne_frank,"To put on my shoes I must off my toes, Dh dear, I’m plagued with so many woes!” Margot had trouble getting the part about food to rhyme, so I’m leaving it out.",160.99290466308594,6.51230473879804,7.330794415608041,6.872564391882131,7.300783560258531,47,33
anne_frank,"I was upstairs by eight, and Peter and I looked at his presents.",94.12429809570312,5.918355226516724,6.556495496673057,5.987008213996887,6.847941593944176,14,13
anne_frank,"Not only were we not allowed to run water during the day, but the bathroom was also off-limits.",18.026288986206055,6.020118652355103,4.17203099594116,6.604704736007585,4.697778869309093,21,18
anne_frank,"My lighter, more superficial side will always steal a march on the deeper side and therefore always win.",142.43580627441406,7.837499794207122,7.154167387032445,7.773480786217584,7.337289430566339,19,18
anne_frank,"Oh, Anne, how terribly shocking!",208.09646606445312,7.1442157200404575,7.701106239457914,6.942179584503174,8.035219747183877,7,5
anne_frank,"I said that he often pats me on the cheek, which I don’t like.",67.0458755493164,5.020610135146661,6.066973214458541,5.269795273663476,5.483140460575663,19,14
anne_frank,"I’ve copied it out on nice notepaper, decorated it with red ink and sewn the pages together.",159.9090118408203,6.281967724363009,7.321104849574513,6.450601654894212,6.299758425946124,24,17
anne_frank,"The first half of 1943 brought crying spells, loneliness and the gradual realization of my faults and short-comings, which were numerous and seemed even more so.",95.46818542480469,6.280628116925557,6.5769464262603785,6.582913788465353,7.018619045210623,30,26
anne_frank,"He was waiting for me again this morning, and I expect he will be from now on.",27.777494430541992,5.640074749787648,4.795844240550502,5.668705673778758,4.946878289059342,18,17
anne_frank,The only mode of transportation left to us is the ferry.,29.85141944885254,7.475897268815474,4.899727089079121,7.475897268815474,4.899727089079121,11,11
anne_frank,At least she’s learned not to respond to your interminable sermons.,195.51687622070312,6.040218700380886,7.610953196715279,6.418178110411673,6.951580257232212,17,11
anne_frank,"Unfortunately, a couple of Allied airmen had to jump out of their burning plane.",30.585250854492188,6.732040882110596,4.9347621277901945,6.624760201999119,5.0728644620333005,16,14
anne_frank,“You have no business talking about your rights to the room.,90.70938873291016,7.9510345092186565,6.503180361225168,7.664367256742534,5.991715509519679,13,11
anne_frank,"I hope so, oh, I hope so very much, because writing allows me to record everything, all my thoughts, ideals and fantasies.",46.780250549316406,5.236154838844582,5.54782758956681,5.134960673072121,5.564484138666014,27,22
anne_frank,"Oh, there’s still so much to find out and learn.",95.80679321289062,5.901453103337969,6.582040248866795,5.620681345462799,5.124847081776105,14,10
anne_frank,I began thinking about the subject while chewing the tip of my fountain pen.,74.68428039550781,5.666784831455776,6.222730748273319,5.666784831455776,6.222730748273319,14,14
anne_frank,For the first time in his life he’s given himself and his friendship to another person.,53.45359420776367,6.432262922588148,5.73994209955472,6.219227224588394,4.524916101629056,19,16
anne_frank,The three of us waited while Father and Peter went downstairs.,168.7271728515625,6.743132840503346,7.398548618072028,6.743132840503346,7.398548618072028,11,11
anne_frank,"Starting Monday, Miep’s taking a week of vacation.",311.1490478515625,7.377027205058506,8.281459722743673,7.019483144084613,6.865432913731249,14,8
