condition,word_count,text,perplexity,mean_entropy,mean_surprisal,mean_word_entropy,mean_word_surprisal,n_tokens,n_words
anne_frank,4,You’d be completely lost.,1075.49365234375,7.77035311290196,10.070780380069161,7.880215793848038,8.679404488412008,7,4
anne_frank,4,"As a result, Mr.",11.34746265411377,7.205635380744934,3.5042976539662005,7.707223728299141,3.1853423645516825,5,4
anne_frank,4,van Daan is jealous.,818.2786254882812,8.120053482055663,9.676446361963903,7.788091659545898,10.340623507107797,5,4
anne_frank,4,Three taps means dinnertime!,176.31895446777344,5.498905806136983,7.462040739925136,6.903593425871804,10.58301151151422,7,4
anne_frank,4,That’s enough for now.,336.15203857421875,7.2238408497401645,8.392967099409942,6.320037811994553,5.728929683024287,7,4
anne_frank,4,I’m selfish and cowardly.,591.89453125,7.551259449550083,9.209194198602486,7.124480605125427,6.47881307715938,7,4
anne_frank,4,Not long ago Mrs.,170.4994354248047,5.221665799617767,7.4136201905499055,5.221665799617767,7.4136201905499055,4,4
anne_frank,4,"Well, until next time!",26.65692901611328,5.548393297195434,4.736438865763419,4.916533052921295,4.194999339052022,5,4
anne_frank,4,Dussel was already up.,209.29409790039062,8.679758787155151,7.709388280771918,8.272578517595926,7.628838315527082,6,4
anne_frank,4,Margot’s gotten much nicer.,1140.610595703125,8.485855430364609,10.155582759261229,7.598762166500092,7.985878216997663,8,4
anne_frank,4,Impossible to keep her.,148.38279724121094,9.168233013153076,7.213179905026719,9.002791106700897,7.225439718128952,5,4
anne_frank,4,"Kleiman, Bep and Mr.",181.64651489257812,8.887166202068329,7.504990186432623,8.812966287136078,7.358450867223128,8,4
anne_frank,4,"“Die Enifu”hruna der Mutter,”.",1179.19921875,8.78273923256818,10.203591589311884,9.5119733735919,10.071808450563612,17,4
anne_frank,4,I can hardly wait.,80.30254364013672,6.087816417217255,6.3273736690797735,6.087816417217255,6.3273736690797735,4,4
anne_frank,4,Jan was already dressed.,274.77130126953125,8.333070993423462,8.102087654565397,8.333070993423462,8.102087654565397,4,4
anne_frank,4,"But, as usual, Mrs.",28.456375122070312,6.534520149230957,4.830679434029978,6.489604949951172,4.600011122061496,6,4
anne_frank,4,van Daan and Dussel.,327.3545227050781,9.336567878723145,8.354709608412758,9.984115044275919,9.16307902552267,7,4
anne_frank,4,I nod in agreement.,44.82781219482422,5.976167619228363,5.486319024061613,5.976167619228363,5.486319024061613,4,4
anne_frank,5,Alcohol: For medicinal purposes only.,90.48013305664062,6.498817137309483,6.499528145757048,5.340476942062378,4.993115547852987,7,5
anne_frank,5,Where would that get us?,64.05416107177734,6.450693893432617,6.001220339243666,6.450693893432617,6.001220339243666,5,5
anne_frank,5,"van Daan’ s ashtray, Mr.",431.8739929199219,8.652543978257613,8.75446536617202,8.984608697891236,9.487784993640265,11,5
anne_frank,5,A centipede with a clubfoot.,113.06253051757812,7.723556488752365,6.820976513643359,8.584007676442464,7.511990343360329,8,5
anne_frank,5,He disappears with a scowl.,80.03861999511719,6.615343292554219,6.322622674424328,7.236430287361145,7.215350745583329,6,5
anne_frank,5,I know I can write.,58.66596984863281,7.1667327880859375,5.87445193798219,7.1667327880859375,5.87445193798219,5,5
anne_frank,5,All of a sudden Mrs.,42.33885955810547,5.111947780847549,5.403909634910293,5.111947780847549,5.403909634910293,5,5
anne_frank,5,Now we’ve found each other.,671.5953369140625,6.404333531856537,9.390838864533428,6.524799513816833,7.0045850501140805,8,5
anne_frank,5,He promised to help Mr.,76.34188842773438,7.765078353881836,6.254403456193152,7.765078353881836,6.254403456193152,5,5
anne_frank,5,"Yes, it really did happen.",18.29248046875,5.9655855894088745,4.193179005896051,5.487638759613037,4.316209340030406,6,5
anne_frank,5,van Daan was immediately reconciled.,357.64349365234375,7.145499390683004,8.482376896471594,7.869943350180984,10.000834780439945,7,5
anne_frank,5,The same goes for Dussel.,81.02090454101562,7.902179547718593,6.340222213081681,8.21168958346049,6.2759543061858825,7,5
anne_frank,5,Kugler is its only occupant.,242.16810607910156,8.795248712812151,7.919865113025145,8.567691485087078,8.00552931005625,7,5
anne_frank,5,Who could have our key?,282.2606201171875,8.853054428100586,8.14088408617291,8.853054428100586,8.14088408617291,5,5
anne_frank,5,"Otherwise, everything is going fine.",34.69585037231445,6.765643318494161,5.116691407075925,6.366203546524048,4.638449902143703,6,5
anne_frank,5,"No, I can’t do that.",85.5276870727539,5.468818757269117,6.418299580605569,5.399004048109054,4.49803135774897,9,5
anne_frank,5,Mother is next to Mr.,64.96992492675781,7.2384261131286625,6.021699368630162,7.2384261131286625,6.021699368630162,5,5
anne_frank,5,It was all very amusing.,35.61750793457031,7.781132650375366,5.154514666931847,7.781132650375366,5.154514666931847,5,5
anne_frank,5,Maybe I should ask Mr.,36.327762603759766,6.6725822448730465,5.183000558035082,6.6725822448730465,5.183000558035082,5,5
anne_frank,6,"no, I mustn’t write that down.",253.44351196289062,7.134784077548168,7.985423870916734,7.349745141280194,6.047362802544659,11,6
anne_frank,6,Margot gave me some good advice.,45.88126754760742,7.6657321112496515,5.519832986367275,7.097285509109497,4.797028948850335,7,6
anne_frank,6,It’s certainly nothing bad—on the contrary!,277.4996643066406,6.555677717382258,8.11634032294353,5.875233398543465,6.9743173049700244,11,6
anne_frank,6,I really shouldn’t be so nosy.,232.3119354248047,5.542120354250073,7.859816606326452,6.711320908584942,7.964793547284306,10,6
anne_frank,6,The broken faucet has been replaced.,36.975162506103516,6.718876153230667,5.208484265516834,7.473615792062549,5.994854765211193,8,6
anne_frank,6,"For the rest, everything was quiet.",40.047752380371094,6.497030973434448,5.323649267074577,6.9472015500068665,5.014129315421266,7,6
anne_frank,6,"van Daan, who was very frightened.",153.787841796875,8.665614604949951,7.26479716579548,8.31212043762207,8.09416833579951,8,6
anne_frank,6,"After the man had left, Mr.",24.3049373626709,7.973588194165911,4.603178094921498,8.401542027791342,4.672350682512034,7,6
anne_frank,6,The British have landed in Naples.,211.11795043945312,8.36567791302999,7.721905472110481,8.36567791302999,7.721905472110481,6,6
anne_frank,6,"I’ve felt lonely, but never desperate!",898.2247314453125,6.96172947883606,9.810931568461056,6.617751499017079,9.300088443437799,10,6
anne_frank,7,"“That sounds fishy,” I said to Margot.",227.90977478027344,5.858822718262672,7.8323175545764245,5.888305102359681,8.39503402502128,14,7
anne_frank,7,So she and I trooped back upstairs.,96.05770111083984,5.619999095797539,6.585828152454387,5.989465909344809,7.042647276854999,8,7
anne_frank,7,"Initially, she wrote it strictly for herself.",63.647884368896484,6.66612109541893,5.992039773500541,6.227249724524362,6.081079924315295,8,7
anne_frank,7,Pim is drawn into the conversation .,286.1708679199219,7.861638273511614,8.160732326740652,7.648198088010152,7.8430544933379975,7,7
anne_frank,7,Soon Peter comes back from the warehouse.,112.77720642089844,6.889391762869699,6.817331117363161,6.889391762869699,6.817331117363161,7,7
anne_frank,7,"Well then, I guess I’m the first!",240.61569213867188,6.686403101140803,7.910415107027558,7.0685579265866965,7.0712162600494946,11,7
anne_frank,7,and have for such a long time.,21.569894790649414,6.063388696738651,4.430947591387924,6.063388696738651,4.430947591387924,7,7
anne_frank,7,"In Hilversum, new registration cards were issued.",134.63563537597656,7.387791991233826,7.072914124228943,7.498925234590258,7.696910103758496,10,7
anne_frank,7,Who has put us through such suffering?,59.7775993347168,6.644213948931013,5.901532827333665,6.644213948931013,5.901532827333665,7,7
anne_frank,7,I’d read her some of my stories.,273.8498229980469,7.538814187049866,8.097239383666885,7.268324749810355,6.077117525782937,10,7
anne_frank,7,Now I’m getting everything all mixed up.,327.6378173828125,6.236107617616653,8.35583587509502,6.231273140226092,6.617219851141357,10,7
anne_frank,7,I never took the trouble to ask.,53.633705139160156,7.360515509332929,5.745067681931489,7.360515509332929,5.745067681931489,7,7
anne_frank,7,This is why I’ve started the diary.,277.7568664550781,7.439432907104492,8.11747196104172,7.908604213169643,6.168613921395665,10,7
anne_frank,7,We just had a third air raid.,132.0218505859375,7.62080362864903,7.0446319698345805,7.62080362864903,7.0446319698345805,7,7
anne_frank,7,"Will this year, 1944, bring us victory?",124.42044830322266,6.870848576227824,6.959077974251973,6.979738014084952,6.790722310846044,9,7
anne_frank,7,You’re always looking on the dark side.,221.71292114257812,5.693686819076538,7.792546204081445,4.673857859202793,5.633490855928834,10,7
anne_frank,7,"Instead of policemen, they were now burglars.",84.69288635253906,7.393621823853916,6.4041615409218124,8.029705563826221,7.67314414075565,9,7
anne_frank,7,"Stay calm, we’ve got plenty of time.",230.30784606933594,6.246332558718595,7.847342255538311,6.3331199288368225,6.371994870065999,11,7
anne_frank,7,I’d just finished writing something about Mrs.,574.8764038085938,7.296964108943939,9.167106467830475,6.92282463823046,7.802692556396122,10,7
anne_frank,7,"Everything’s going well, despite the bad weather.",122.37484741210938,7.18981554291465,6.935161358120211,6.834277961935316,5.313133283814161,11,7
anne_frank,7,"I promised, though I’d already told Margot.",853.5006103515625,5.813144743442535,9.736917397542284,5.906561689717429,9.38365813972227,12,7
anne_frank,8,Maybe I can go comfort him later on.,88.60861206054688,5.949352979660034,6.469374714615393,5.949352979660034,6.469374714615393,8,8
anne_frank,8,There was apparently a great deal of destruction.,32.55570983886719,6.171172603964806,5.024838719356175,6.171172603964806,5.024838719356175,8,8
anne_frank,8,"Fortunately, people automatically offer you something to drink.",99.42156219482422,7.0651636653476295,6.635487208161632,6.9232500195503235,6.736684172452167,9,8
anne_frank,8,“What does that mean?” An explanation was given.,80.01835632324219,6.579633575219375,6.32225892614592,6.317372472335895,5.011510319069701,13,8
anne_frank,8,According to a note we left for Mr.,56.00325012207031,6.443057626485825,5.807438777863531,6.443057626485825,5.807438777863531,8,8
anne_frank,8,At moments like these I can’t stand Mother.,456.9069519042969,5.570567759600553,8.835333567522168,5.551207631826401,7.983630236327571,11,8
anne_frank,8,This cushion was the source of much misery.,109.28923034667969,6.9079292342066765,6.772002990006569,6.9079292342066765,6.772002990006569,8,8
anne_frank,8,has a new nickname—we’ve started calling her Mrs.,316.0418395996094,7.34631333901332,8.303952579238064,7.867914045850435,6.671706299465885,13,8
anne_frank,8,75 = 2.25 3 wool underpants @ O.,484.59771728515625,8.47727684541182,8.920603180755329,8.562368730703989,9.88479285364812,11,8
anne_frank,8,Your time may come sooner than you think.,14.083660125732422,4.779384434223175,3.8159503995099837,4.779384434223175,3.8159503995099837,8,8
anne_frank,8,Jan also said we should never go downstairs.,179.53472900390625,6.821099638938904,7.488118079800356,6.821099638938904,7.488118079800356,8,8
anne_frank,8,And I think you’re worthy of my trust.,185.76626586914062,6.0859128345142715,7.537097134332767,6.158202908933163,5.076849086625992,11,8
